case,fpr,tpr_mean,tpr_std,auc_mean,auc_std,n_seeds
mixed_in,0.406,0.7696004470522493,0.011614220406874839,0.7853321650225626,0.006984545991167514,15
mixed_in,0.40800000000000003,0.7696004470522493,0.011614220406874839,0.7853321650225626,0.006984545991167514,15
mixed_in,0.41000000000000003,0.7702710254260966,0.011828418764240527,0.7853321650225626,0.006984545991167514,15
mixed_in,0.41200000000000003,0.7720033528918692,0.011444122827075283,0.7853321650225626,0.006984545991167514,15
mixed_in,0.41400000000000003,0.7726180497345627,0.011343262607179659,0.7853321650225626,0.006984545991167514,15
mixed_in,0.41600000000000004,0.7760268231349539,0.011108483790812411,0.7853321650225626,0.006984545991167514,15
mixed_in,0.418,0.7776473875384186,0.010462538965383234,0.7853321650225626,0.006984545991167514,15
mixed_in,0.42,0.7776473875384186,0.010462538965383234,0.7853321650225626,0.006984545991167514,15
mixed_in,0.422,0.7789326627549594,0.00982053322211286,0.7853321650225626,0.006984545991167514,15
mixed_in,0.424,0.7807208717518859,0.009566030254945249,0.7853321650225626,0.006984545991167514,15
mixed_in,0.426,0.7820061469684269,0.009525137713308958,0.7853321650225626,0.006984545991167514,15
mixed_in,0.428,0.7841855266834313,0.009997329305603262,0.7853321650225626,0.006984545991167514,15
mixed_in,0.43,0.785694328024588,0.010684922852387483,0.7853321650225626,0.006984545991167514,15
mixed_in,0.432,0.7883207599888237,0.009571251887569318,0.7853321650225626,0.006984545991167514,15
mixed_in,0.434,0.7883207599888237,0.009571251887569318,0.7853321650225626,0.006984545991167514,15
mixed_in,0.436,0.7894942721430566,0.008975207158609154,0.7853321650225626,0.006984545991167514,15
mixed_in,0.438,0.7907795473595977,0.00940305358751394,0.7853321650225626,0.006984545991167514,15
mixed_in,0.44,0.7918412964515228,0.009352438298664632,0.7853321650225626,0.006984545991167514,15
mixed_in,0.442,0.7931265716680637,0.009091016612079368,0.7853321650225626,0.006984545991167514,15
mixed_in,0.444,0.7945236099469126,0.009536932742514036,0.7853321650225626,0.006984545991167514,15
mixed_in,0.446,0.7945236099469126,0.009536932742514036,0.7853321650225626,0.006984545991167514,15
mixed_in,0.448,0.7964794635373009,0.009956639965791932,0.7853321650225626,0.006984545991167514,15
mixed_in,0.45,0.7978765018161497,0.010816505156764643,0.7853321650225626,0.006984545991167514,15
mixed_in,0.452,0.7986029617211512,0.010688429363290517,0.7853321650225626,0.006984545991167514,15
mixed_in,0.454,0.8002235261246159,0.012013879395281857,0.7853321650225626,0.006984545991167514,15
mixed_in,0.456,0.8011735121542329,0.011587301953200603,0.7853321650225626,0.006984545991167514,15
mixed_in,0.458,0.8011735121542329,0.011587301953200603,0.7853321650225626,0.006984545991167514,15
mixed_in,0.46,0.8022352612461582,0.011164285236831701,0.7853321650225626,0.006984545991167514,15
mixed_in,0.462,0.8040793517742386,0.011425552673280484,0.7853321650225626,0.006984545991167514,15
mixed_in,0.464,0.8051969823973176,0.011402297450549517,0.7853321650225626,0.006984545991167514,15
mixed_in,0.466,0.8061469684269348,0.010999438739596175,0.7853321650225626,0.006984545991167514,15
mixed_in,0.468,0.8070410729253982,0.010942796711423146,0.7853321650225626,0.006984545991167514,15
mixed_in,0.47000000000000003,0.8070410729253982,0.010942796711423146,0.7853321650225626,0.006984545991167514,15
